acctno,mail_1,mail_2,mail_3,mail_4,mail_5,mail_6,mail_7,mail_8,mail_9,mail_10,mail_11,mail_12,mail_13,mail_14,mail_15,mail_16
PHDSHDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PYAGAHH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYAHHWS,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
LQDSWLY,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LAPWLWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LPQHPPQ,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LHSLLHG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LYAPDLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LYPYSDL,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
LYDALQQ,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1
GQPDWQQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GQGGHPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GQDDPDS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GWQPQSY,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
GWPAALW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GWGDHSP,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
GAHYLQW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GSWDAAA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
GPWHYHH,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
GPAPYSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GPSPWSY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GPPQQYL,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
GPLGGGD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GPLDSYA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPLDHSD,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
GPLDDLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GPGQSPD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GPGQHLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GPGQYYL,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
GPGQDAH,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
GPGWPGW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPGAQLL,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
GPGAWYY,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
GPGAASY,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1
GPGAAGW,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1
GPGAPPP,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
GPGALAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GPGALSL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GPGAHYA,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
GPGAYQY,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
GPGSQHD,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
GPGSWQS,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
GPGGLGD,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
GPHLSHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPHDLAW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPHDLGA,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
GPDYASA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GGLQGGH,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
GGDDLDD,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0
GHGLYLS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GYHHHGL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GDPQDDS,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
GDGQDYS,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GDGGHQD,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1
GDGHALW,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
GDGHSDA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
GDGHGQY,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
GDGYWAH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GDGYSYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GDGYPAP,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
GDHWADL,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
GDHGPLQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GDHDLGW,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
GDYHYHD,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GDDAPHS,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1
HQSDSPQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HQYHSGP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HQDSAQG,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
HWHDWLS,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
HASQYQY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HSWDHGH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSADSSH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSSQHDY,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
HSSWWPS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HSSWPYW,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
HSSWLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HSSWGWP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HSSAWQD,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0
HSSASDY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HSSAPLL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSSAPDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HSPQSLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HSYHQAQ,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
HPAPYWL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HPGLAPY,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
HPYHSHP,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
HGPYLQP,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
HGLLYSQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HHSSPSD,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HHHDHGA,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
HHYHWHD,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
HYDQDGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HDWQSLD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HDWQHDH,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HDWWHDL,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
HDWAWLH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HDWSPYG,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
HDWLDLA,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1
HDWGHYG,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
HDWGYQA,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
HDWGYAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HDWGYDS,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
HDWHQPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HDWHWHA,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
HDWHSHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HDWHPSY,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HDWHPPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HDWYWAW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
HDWYLQW,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HDWYHAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HDWYHYA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
HDWYYLH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HDWYYGL,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0
HDWYDYQ,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
HDWDQQP,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
HDWDSQW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HDAQPWG,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
HDSPAYP,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
HDSPLHS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HDSPHPY,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
YQSLQGL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YQPLGGY,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0
YQLAQLA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YWWSLSA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
YWGGPLG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YAYHLGH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YLQYDGA,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
YLQDYLS,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
YLSQLHY,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
YLSWDYQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YLSAWLA,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
YLSALSS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YLSAGQY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YLSAHAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YLSAHDY,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
YLSAYGS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YLSSWDA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YLSSPGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YLSSYHD,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
YLLWGWG,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1
YLLHLLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YLLDDHS,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
YLDQDGQ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
YGWLHWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YGHQAWY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YHQGYGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YHWSSSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YYQPGQW,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0
YYLDDQA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YDWDADA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DQGYYGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DQGYYDW,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1
DQHWPAP,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
DQHWLWL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
DQHWHHQ,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
DQHWYLS,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
DQHALGA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DQHAGLS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DQHSWPD,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
DQHSASQ,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
DQHSPAQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
DQHSPSY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DQHSLSH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
DQHSGDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DQHSHDA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DQHSDYA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
DQHYWSQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DQHDQYY,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
DQYLYQP,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1
DQYLYPG,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
DQDWPPY,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1
DQDSQSQ,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1
DAQHQWQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DSWGGHQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DPSPSQD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DPSPGWP,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
DPYLSDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DPDPPYL,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1
DLLYPPG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DLHYQQG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DLYWWHP,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
DLYASLP,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
DLYAPWA,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
DLYADPW,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
DLYSWGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DLYSGWY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DLYSHSS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DLYSDPD,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
DLYPSAH,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
DLYPPQQ,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
DLYPGHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DLYHYYA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DLDQHLS,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1
DLDLDAH,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
DGDAWQP,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
DYHWDDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDAGPSH,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
DDHQALA,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
WQQAYLLS,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
WQWGLAWL,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
WQWGGWDH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWGGAHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWGHQGA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWGHSWQ,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
WQWGHPGY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWGHLWY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WQWGYQHY,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
WQWGYPGG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWGYGSW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWGYHLL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
WQWGYYWS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWGDQYP,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
WQWHWDAP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWHWDAP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWHAWQP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWHASDS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWHDWQD,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
WQWHDAWG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWYAQDL,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
WQWYAYGS,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
WQWDWWLS,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
WQAHDLAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQSAQWQD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WQSAPLWL,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQPAQQAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQPAQLYG,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
WQLQWWLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQLQWADP,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1
WQLHYSLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQLDWGGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQLDAHQH,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
WQLDAYDH,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
WQLDSSHP,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
WQLDPAPQ,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
WQLDPLYY,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
WQLDPGHD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQLDPHHY,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1
WQLDLPWW,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
WQLDLYYA,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
WQLDLDSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQLDHDGW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQGQADQA,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
WQGQYYHL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQGSWAAP,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
WQYQPGHA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQYWSSYP,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
WQYDWPAA,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
WQYDWPAA,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
WQYDWDAH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
WQYDADYA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQYDSQWP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WQYDHQWL,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
WQDQAGAL,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0
WQDQPSLH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQDQPDGD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WQDQHALW,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1
WQDQHADS,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
WQDWQDGG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WQDWWQDH,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
WQDWWSQS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQDWPYDS,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
WQDWPDWD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQDYYQWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WWQQWWAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WWQQAAQW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WWQQHPYW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WWQALQPG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WWQPQYDG,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
WWQPAASW,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
WWQPPAAD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
WWQHWYHL,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
WWQHWDWH,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
WWQHWDSS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WWQHALSL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WWQHALLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WWQHALHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WWQHSLQD,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0
WWQHSLYA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWQYYPSA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
WWWQYLHY,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
WWWWQPGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WWWWAAYW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WWWWSWGP,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1
WWWWSSLP,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1
WWWWPYSA,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
WWWWPYYW,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1
WWWWGSSA,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
WWWAAGQS,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
WWWAAGSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WWWSSQYD,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
WWWGGDAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WWWGGDYQ,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1
WWAGYHSH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WWAYYSHQ,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WWSPLSDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WWSLWWPL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WWSHDQDG,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
WWPPAAYA,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1
WWPPYGYL,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
WWLQQYDD,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
WWLQSQAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WWLPLYGQ,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
WWLDQLHH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WWGAQQHH,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
WWGADYYY,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
WWGSGAWP,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
WWGLSWHH,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
WWHPDGAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WWHLLSLA,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
WWHHYPYH,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
WWYQAWPH,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
WWYLQLDW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WAQGAQLL,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
WAQHPYSH,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
WAWWHLQS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WAWAAAPY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WAWYPLGQ,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
WAADWSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WASGAPHW,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
WAPGDHHW,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
WAPDQSSQ,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
WAGLAWSH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WAHSQPHD,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
WAHSQLSH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
WAHSQLPL,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
WAHSQGPP,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
WAHSQHHG,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
WAHLPAQG,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
WAHLLLLD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WAHLLDSQ,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1
WAHDDGYQ,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WAYWLDDD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
WAYYSLDW,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
WAYYDQHH,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
WAYDGHPA,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
WADSASYQ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
WADSLGLG,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
WADLPLDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WADLPGDD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
WADLPYAA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WADLYLPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WADLYLLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WSQQSSHW,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
WSQWDPDA,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
