AIRPORT_ID	AIRPORT_NAME	AIRPORT_CITY	AIRPORT_STATE	AIRPORT_COUNTRY	ICAO	LCHG_DATE	RECORD_STATUS	Record_End
9NC8	EAGLES LANDING                                    	PITTSBORO             	NC	  	 	04/15/1992	A	 
9NC9	MEYLOR FIELD                                      	GREENSBORO            	NC	  	 	08/04/1992	A	 
9ND0	BAUER STRIP                                       	DODGE                 	ND	  	 	03/31/2003	I	 
9ND1	ELLIOTT FARMS                                     	DRAYTON               	ND	  	 	05/02/2013	I	 
9ND2	NITSCHKE FARM AIRSTRIP                            	ASHLEY                	ND	  	 	10/24/2002	I	 
9ND3	REDMOND BROTHERS AIRSTRIP                         	BELFIELD              	ND	  	 	03/31/2003	I	 
9ND6	LARSON AIRSTRIP                                   	BUFFALO               	ND	  	 	03/31/2003	I	 
9ND7	BJORNSTAD FARMS AIRSTRIP                          	CANDO                 	ND	  	 	10/24/2002	I	 
9ND8	HINKLE                                            	CAVALIER              	ND	  	 	06/02/1989	A	 
9NE0	LUEBBE                                            	BEAVER CROSSING       	NE	  	 	10/24/2002	I	 
9NE1	EL-CO                                             	BRULE                 	NE	  	 	06/02/1989	A	 
9NE2	FOLKERTS                                          	CARLETON              	NE	  	 	06/02/1989	A	 
9NE3	DAVIS RANCH                                       	HYANNIS               	NE	  	 	06/02/1989	A	 
9NE4	JOHNSTON FIELD                                    	LINDSAY               	NE	  	 	06/02/1989	A	 
9NE5	HORSESHOE BAR RANCH                               	NORTH PLATTE          	NE	  	 	10/24/2002	I	 
9NE6	BATES AIRPARK                                     	OMAHA                 	NE	  	 	06/02/1989	A	 
9NE7	BAY FIELD                                         	STAPLETON             	NE	  	 	06/05/2008	I	 
9NE8	BROSIUS FIELD                                     	STAPLETON             	NE	  	 	06/02/1989	A	 
9NE9	DOG LEG                                           	HEBRON                	NE	  	 	11/20/2008	I	 
9NJ0	LAG'S LANDING                                     	PARAMUS               	NJ	  	 	06/05/2008	I	 
9NJ1	BOUND BROOK NR 1                                  	BOUND BROOK           	NJ	  	 	06/02/1989	A	 
9NJ2	BOUND BROOK NR 2                                  	BOUND BROOK           	NJ	  	 	06/02/1989	A	 
9NJ3	AT&T HELISTOP                                     	BASKING RIDGE         	NJ	  	 	12/18/1991	A	 
9NJ4	ROBERT WOOD JOHNSON HOSPITAL                      	NEW BRUNSWICK         	NJ	  	 	12/18/1991	A	 
9NJ5	STALLONE                                          	HARRISONVILLE         	NJ	  	 	06/02/1989	A	 
9NJ6	HALKA NURSERIES                                   	FAIRTON               	NJ	  	 	09/29/1992	A	 
9NJ7	RCA SOMMERVILLE                                   	BRIDGEWATER           	NJ	  	 	06/05/2008	I	 
9NJ8	HIGH MEADOW FARMS                                 	HOPE                  	NJ	  	 	06/02/1989	A	 
9NJ9	ASH PERSONAL                                      	LOVELADIES            	NJ	  	 	06/05/2008	I	 
9NK4	GREIG FARM                                        	RED HOOK              	NY	  	 	05/02/2013	A	 
9NR7	TRIPLE F AIRPARK                                  	SALEMBURG             	NC	  	 	01/15/2009	A	 
9NR8	BUIE FIELD                                        	RED SPRINGS           	NC	  	 	11/20/2008	A	 
9NR9	210 INVESTORS                                     	CASTLE HAYNE          	NC	  	 	11/20/2008	A	 
9NY0	ALEXANDER'S BROOKLYN                              	NEW YORK              	NY	  	 	10/24/2002	I	 
9NY1	WILSON MEMORIAL RGNL MEDICAL CENTER               	JOHNSON CITY          	NY	  	 	09/28/2006	A	 
9NY2	WESTFIELD MEMORIAL HOSPITAL                       	WESTFIELD             	NY	  	 	08/29/1991	A	 
9NY3	SUSQUEHANNA                                       	OWEGO                 	NY	  	 	06/02/1989	A	 
9NY4	KENNEDY AIRFIELD                                  	KENNEDY               	NY	  	 	11/24/2004	A	 
9NY5	NORMAN KURRASS CONTRACTOR                         	PATCHOGUE             	NY	  	 	06/02/1989	A	 
9NY6	MASON AIRWAY                                      	TREADWELL             	NY	  	 	02/22/1995	A	 
9NY7	HART                                              	PERTH                 	NY	  	 	06/02/1989	A	 
9NY8	THOMSON INDUSTRIES INC                            	PORT WASHINGTON       	NY	  	 	06/02/1989	A	 
9NY9	POUGHKEEPSIE MAIN PLANT                           	POUGHKEEPSIE          	NY	  	 	06/02/1989	A	 
9OA1	RIPLEY                                            	ROCKFORD              	OH	  	 	09/28/2006	I	 
9OA2	HUESTON WOODS LODGE                               	OXFORD                	OH	  	 	07/10/2002	A	 
9OA3	BELLVILLE DAM LANDING STRIP                       	LONG BOTTOM           	OH	  	 	02/23/2012	I	 
9OA4	GILMER                                            	LEWISBURG             	OH	  	 	07/10/2002	A	 
9OA5	BUCKEYE                                           	HEBRON                	OH	  	 	10/05/2010	A	 
9OA6	BURR OAK LODGE                                    	GLOUSTER              	OH	  	 	07/10/2002	A	 
9OA7	JENKINS                                           	FREMONT               	OH	  	 	07/05/2007	I	 
9OA8	CROCKER                                           	COLUMBIA STATION      	OH	  	 	07/10/2002	A	 
9OA9	BENDER                                            	BELLVILLE             	OH	  	 	07/10/2002	A	 
9OH0	FOX RUN                                           	EAST PALESTINE        	OH	  	 	01/28/2003	I	 
9OH1	HAAR                                              	ELMORE                	OH	  	 	06/02/1989	A	 
9OH2	TOUSSAINT AIRPARK                                 	ELMORE                	OH	  	 	06/02/1989	A	 
9OH3	C.C.A.                                            	LOVELAND              	OH	  	 	12/18/1991	A	 
9OH4	RICHARDS                                          	ELYRIA                	OH	  	 	06/02/1989	A	 
9OH5	MIAMI VALLEY                                      	TROY                  	OH	  	 	12/03/1990	A	 
9OH6	WEAVER                                            	FINDLAY               	OH	  	 	06/02/1989	A	 
9OH7	LUTZ                                              	FINDLAY               	OH	  	 	06/02/1989	A	 
9OH8	FERRELL                                           	FINDLAY               	OH	  	 	06/02/1989	A	 
9OH9	FOREST FIELD                                      	FOREST                	OH	  	 	06/02/1989	A	 
9OI0	SACKETT FIELD                                     	KENT/BRIMFIELD        	OH	  	 	09/30/2004	I	 
9OI1	DICE'S PERSONAL                                   	MAUMEE                	OH	  	 	06/02/1989	A	 
9OI2	FORAKER                                           	NEWCOMERSTOWN         	OH	  	 	10/24/2002	I	 
9OI3	JOHNS LANDING                                     	ZANESVILLE            	OH	  	 	07/10/2002	A	 
9OI4	QUAIL LAKES                                       	WILMINGTON            	OH	  	 	06/02/1989	A	 
9OI5	TRANSPORTATION RESEARCH CENTER OF OHIO            	EAST LIBERTY          	OH	  	 	06/02/1989	A	 
9OI6	NESTA                                             	LOUDENVILLE           	OH	  	 	06/02/1989	A	 
9OI7	BAYES                                             	MAGNETIC SPRINGS      	OH	  	 	04/26/2011	I	 
9OI8	BROTHERS AVIATION                                 	OLD WASHINGTON        	OH	  	 	06/02/1989	A	 
9OI9	RIVERSIDE METHODIST HOSPITAL                      	COLUMBUS              	OH	  	 	06/02/1989	A	 
9OK0	GOVERNOR'S MANSION                                	OKLAHOMA CITY         	OK	  	 	06/02/1989	A	 
9OK1	OMH                                               	OKLAHOMA CITY         	OK	  	 	06/02/1989	A	 
9OK2	PAWNEE MUNI HOSPITAL                              	PAWNEE                	OK	  	 	09/28/2006	A	 
9OK3	FLYING EAGLE ESTATES                              	BARTLESVILLE          	OK	  	 	10/03/1994	A	 
9OK4	VO-TECH                                           	TULSA                 	OK	  	 	11/20/2008	I	 
9OK5	DIAMOND C RANCH                                   	STRATFORD             	OK	  	 	01/22/1993	A	 
9OK6	EPIC MEDICAL CENTER                               	EUFAULA               	OK	  	 	02/23/2012	A	 
9OK7	CIMARRON STRIP                                    	JENNINGS              	OK	  	 	06/02/1989	A	 
9OK8	CENTRAL PARK HELISTOP                             	OKLAHOMA CITY         	OK	  	 	11/20/2008	I	 
9OK9	STRANG AIRPARK                                    	SHORT                 	OK	  	 	12/20/2007	I	 
9OR0	LAFFERTY FIELD                                    	BROWNSVILLE           	OR	  	 	06/02/1989	A	 
9OR1	SHANIKO RANCH                                     	SHANIKO               	OR	  	 	06/09/1992	A	 
9OR2	REFORESTATION SERVICES                            	SALEM                 	OR	  	 	05/11/1993	A	 
9OR3	SKY LAKES MEDICAL CENTER                          	KLAMATH FALLS         	OR	  	 	05/26/2010	A	 
9OR4	KING'S                                            	MILTON/FREEWATER      	OR	  	 	06/02/1989	A	 
9OR5	PORTLAND ADVENTIST MEDICAL CENTER                 	PORTLAND              	OR	  	 	06/02/1989	A	 
9OR6	OREGON HEALTH SCIENCES UNIVERSITY EMERG           	PORTLAND              	OR	  	 	06/02/1989	A	 
9OR7	FISHBACK                                          	BANKS                 	OR	  	 	05/10/2007	A	 
9OR8	WOOLDRIDGE AGSTRIP                                	ALBANY                	OR	  	 	06/02/1989	A	 
9OR9	WALLACE                                           	PORTLAND              	OR	  	 	08/28/2009	I	 
9P7 	HILLCREST                                         	GOLDENDALE            	WA	  	 	11/20/2002	I	 
9PA0	LANCE                                             	PARKER FORD           	PA	  	 	06/02/1989	A	 
9PA1	ELIZABETH JAMES                                   	ALTOONA               	PA	  	 	04/26/2011	A	 
9PA2	OLD PLAINS                                        	PENNSBURG             	PA	  	 	06/02/1989	A	 
9PA3	MCMILLIN LANDINGSTRIP                             	WAMPUM                	PA	  	 	02/07/2014	A	 
9PA4	S & C 8TH & MARKET HELISTOP                       	PHILADELPHIA          	PA	  	 	06/02/1989	A	 
9PA5	SOLT FIELD                                        	LEIGHTON              	PA	  	 	05/11/1993	A	 
9PA6	STATE POLICE AREA SIX                             	PHILADELPHIA          	PA	  	 	12/03/1990	A	 
9PA7	KEYSTONE                                          	FORT HILL             	PA	  	 	12/16/1993	A	 
9PA8	THOMAS JEFFERSON UNIVERSITY HOSPITAL              	PHILADELPHIA          	PA	  	 	06/02/1989	A	 
9PA9	LANKENAU HOSPITAL                                 	PHILADELPHIA          	PA	  	 	06/02/1989	A	 
9PN0	FOXCATCHER                                        	NEWTOWN SQUARE        	PA	  	 	10/24/2002	I	 
9PN1	SEITZ FIELD                                       	PERRYOPOLIS           	PA	  	 	06/02/1989	A	 
9PN2	CHILDRENS HOSPITAL OF PHILADELPHIA                	PHILADELPHIA          	PA	  	 	03/15/2007	A	 
9PN4	PENSKE                                            	READING               	PA	  	 	10/24/2002	I	 
9PN5	FRANKLIN                                          	WILKES BARRE          	PA	  	 	06/02/1989	A	 
9PN6	BARATTA                                           	WILKES-BARRE          	PA	  	 	07/28/2014	I	 
9PN7	VEIT                                              	WYSOX                 	PA	  	 	06/02/1989	A	 
9PN8	MALINCHAK PVT.                                    	CARBONDALE            	PA	  	 	06/02/1989	A	 
9PN9	PERIN                                             	PEN ARGYL             	PA	  	 	01/31/1990	A	 
9PS0	ZOKAITES                                          	WEXFORD               	PA	  	 	06/02/1989	A	 
9PS1	EAGLE LODGE-LAFAYETTE HILL                        	WHITEMARSH TOWNSHIP   	PA	  	 	07/28/2014	I	 
9PS2	J T WILLIE                                        	WORTHINGTON           	PA	  	 	06/02/1989	A	 
9PS3	DOYLESTOWN                                        	DOYLESTOWN            	PA	  	 	07/10/2002	A	 
9PS4	PHEASANT RUN                                      	EASTON-FORKS TOWNSHIP 	PA	  	 	10/03/1994	A	 
9PS5	READING HOSPITAL                                  	WEST READING          	PA	  	 	07/10/2002	A	 
9PS6	SIEPSERS EYE PORT                                 	DOWNINGTOWN           	PA	  	 	02/07/2014	I	 
9PS7	W S  LEE & SONS INC                               	DUNCANSVILLE          	PA	  	 	07/10/2002	A	 
9PS8	MANOR LANDING                                     	GETTYSBURG            	PA	  	 	07/10/2002	A	 
9PS9	ST MARY MEDICAL CENTER                            	LANGHORNE             	PA	  	 	07/10/2002	A	 
9Q0 	PG&E, FRESNO SERVICE CENTER                       	FRESNO                	CA	  	 	01/08/2003	I	 
9Q1 	BELMONT FIELD                                     	FRESNO                	CA	  	 	10/24/2002	I	 
9Q2 	FLYING R                                          	GALT                  	CA	  	 	01/08/2003	I	 
9Q3 	VETTERS SKY RANCH                                 	GALT                  	CA	  	 	10/24/2002	I	 
9Q5 	DUBEY                                             	GEORGETOWN            	CA	  	 	01/08/2003	I	 
9Q6 	SHAWS HILL                                        	GRASS VALLEY          	CA	  	 	01/08/2003	I	 
9Q8 	GRASS VALLEY SERVICE CENTER                       	GRASS VALLEY          	CA	  	 	11/24/2004	I	 
9Q9 	FARNSWORTH RANCH AIRSTRIP                         	GRIMES                	CA	  	 	01/08/2003	I	 
9R4 	TANNER'S                                          	PORT LAVACA           	TX	  	 	10/24/2002	I	 
9R5 	HUNT                                              	PORTLAND              	TX	  	 	06/02/1989	A	 
9R6 	ROCKY CREEK RANCH                                 	LA GRANGE             	TX	  	 	10/24/2002	I	 
9R7 	CAMP BULLIS                                       	SAN ANTONIO           	TX	  	 	06/02/1989	A	 
9S0 	DECKER RANCH                                      	KENT                  	OR	  	 	10/24/2002	I	 
9S1 	FOUR WINDS                                        	CELINA                	TX	  	 	11/19/2012	A	 
9S2 	SCOBEY                                            	SCOBEY                	MT	  	 	06/02/1989	A	 
9S3 	LAKESIDE STATE                                    	LAKESIDE              	OR	  	 	06/02/1989	A	 
9S4 	MINERAL COUNTY                                    	SUPERIOR              	MT	  	 	06/02/1989	A	 
9S5 	THREE FORKS                                       	THREE FORKS           	MT	  	 	06/02/1989	A	 
9S7 	WINIFRED                                          	WINIFRED              	MT	  	 	06/02/1989	A	 
9S9 	LEXINGTON                                         	LEXINGTON             	OR	  	 	06/02/1989	A	 
9SD7	BEAMAN                                            	SELBY                 	SD	  	 	07/17/2002	A	 
9SD8	OAKLEAF                                           	HARTFORD              	SD	  	 	07/17/2002	A	 
9SD9	WEELBORG                                          	DELL RAPIDS           	SD	  	 	07/17/2002	A	 
9T1 	M-I DRILLING FLUIDS COMPANY                       	FREEPORT              	TX	  	 	10/24/2002	I	 
9T5 	KALT RANCH                                        	FULTON                	TX	  	 	10/24/2002	I	 
9T6 	BAROID                                            	GALVESTON             	TX	  	 	10/24/2002	I	 
9T7 	UNIVERSITY OF TEXAS MEDICAL BRANCH HOSP           	GALVESTON             	TX	  	 	10/24/2002	I	 
9T8 	SHELL PELICAN ISLAND                              	GALVESTON             	TX	  	 	10/24/2002	I	 
9T9 	DRESSER INDUSTRIES/MAGCOBAR/                      	GALVESTON             	TX	  	 	10/24/2002	I	 
9TA0	AERO                                              	ROUND ROCK            	TX	  	 	11/19/2012	A	 
9TA1	HILLTOP RANCH                                     	NEW BRAUNFELS         	TX	  	 	06/02/1989	A	 
9TA2	BARTON OAKS                                       	AUSTIN                	TX	  	 	01/11/2013	A	 
9TA3	ROGERS                                            	CROSBY                	TX	  	 	06/02/1989	A	 
9TA4	PLACID                                            	DALLAS                	TX	  	 	06/02/1989	A	 
9TA5	CHARLTON-CAREFLITE                                	DALLAS                	TX	  	 	06/02/1989	A	 
9TA6	BUCCANEER SHORE FACILITY                          	FREEPORT              	TX	  	 	06/02/1989	A	 
9TA7	U OF TEXAS MEDICAL BRANCH EMERGENCY ROOM          	GALVESTON             	TX	  	 	08/30/2007	A	 
9TA8	TAYLOR RANCH                                      	ALTO                  	TX	  	 	07/17/2002	A	 
9TA9	DELTA MECHANICAL INC                              	HOUSTON               	TX	  	 	06/02/1989	A	 
9TE0	TWIN ACRES                                        	SCURRY                	TX	  	 	10/31/2002	A	 
9TE1	M-I DRILLING FLUIDS COMPANY                       	FREEPORT              	TX	  	 	07/17/2002	A	 
9TE2	JL BAR RANCH                                      	SONORA                	TX	  	 	05/02/2013	A	 
9TE3	THORP                                             	LAMESA                	TX	  	 	07/17/2002	A	 
9TE4	TANNER'S                                          	PORT LAVACA           	TX	  	 	07/17/2002	A	 
9TE5	KALT RANCH                                        	FULTON                	TX	  	 	07/17/2002	A	 
9TE6	ROCKY CREEK RANCH                                 	LA GRANGE             	TX	  	 	07/17/2002	A	 
9TE7	FLYING G H RANCH                                  	PAIGE                 	TX	  	 	04/10/2008	A	 
9TE8	SHELL PELICAN ISLAND                              	GALVESTON             	TX	  	 	07/17/2002	A	 
9TE9	DRESSER INDUSTRIES/MAGCOBAR/                      	GALVESTON             	TX	  	 	07/17/2002	A	 
9TN0	SUMMIT MEDICAL CENTER                             	NASHVILLE             	TN	  	 	07/17/2002	A	 
9TN1	VERSAILLES AERODROME                              	EAGLEVILLE            	TN	  	 	07/17/2002	A	 
9TN2	MEADOWLARK                                        	CAMDEN                	TN	  	 	07/17/2002	A	 
9TN3	EAST TENNESSEE HELICOPTERS                        	MOUNTAIN CITY         	TN	  	 	11/19/2012	A	 
9TN4	FOREMAN FIELD                                     	SPRINGFIELD           	TN	  	 	07/17/2002	A	 
9TN5	ASKEY FIELD                                       	CULLEOKA              	TN	  	 	07/17/2002	A	 
9TN6	PERFORMANCE HELICOPTERS                           	ARLINGTON             	TN	  	 	07/17/2002	A	 
9TN7	BASKIN                                            	COVINGTON             	TN	  	 	07/17/2002	A	 
9TN8	DOLLAR GENERAL                                    	GOODLETTSVILLE        	TN	  	 	07/17/2002	A	 
9TN9	TOY BOX                                           	LEBANON               	TN	  	 	07/17/2002	A	 
9TS0	DIAMOND E RANCH                                   	SEALY                 	TX	  	 	06/02/1989	A	 
9TS1	ONE O'CONNOR PLAZA-TOWER                          	VICTORIA              	TX	  	 	06/02/1989	A	 
9TS2	CIG 816                                           	WALLISVILLE           	TX	  	 	12/18/1991	A	 
9TS3	SIMARON RANCH                                     	WALLER                	TX	  	 	11/19/2012	I	 
9TS4	LADUE RANCH                                       	WYLIE                 	TX	  	 	06/02/1989	A	 
9TS5	WILFORD HALL MEDICAL CENTER                       	SAN ANTONIO           	TX	  	 	11/19/2012	I	 
9TS6	GOODLETT FIELD                                    	ALVARADO              	TX	  	 	06/02/1989	A	 
9TS7	U OF TEXAS MEDICAL BRANCH EWING HALL              	GALVESTON             	TX	  	 	08/30/2007	A	 
9TS8	DALLAS REHABILITATION INSTITUTE                   	DALLAS                	TX	  	 	06/02/1989	A	 
9TS9	TOYOTA OF DALLAS INC                              	DALLAS                	TX	  	 	06/02/1989	A	 
9TX0	HOUSTON POLICE COMMAND STATION                    	HOUSTON               	TX	  	 	08/31/1993	A	 
9TX1	BAR S RANCH                                       	GIDDINGS              	TX	  	 	12/03/1990	A	 
9TX2	BENNETTS                                          	CRANDALL              	TX	  	 	01/23/2003	A	 
9TX3	HORAN                                             	PLAINVIEW             	TX	  	 	06/02/1989	A	 
9TX4	FLYING H RANCH                                    	LIBERTY HILL          	TX	  	 	07/17/2002	A	 
9TX5	CAMP BULLIS ALS (CALS)                            	SAN ANTONIO           	TX	  	 	06/02/1989	A	 
9TX6	BEGGS RANCH                                       	POST                  	TX	  	 	06/02/1989	A	 
9TX7	HITEX PRIVATE                                     	POTTSBORO             	TX	  	 	06/02/1989	A	 
9TX8	INFOMART                                          	DALLAS                	TX	  	 	12/18/1991	A	 
9TX9	CANON RANCH                                       	SHEFFIELD             	TX	  	 	06/02/1989	A	 
9U0 	TURNER                                            	TURNER                	MT	  	 	06/02/1989	A	 
9U1 	WILSALL                                           	WILSALL               	MT	  	 	06/02/1989	A	 
9U3 	AUSTIN                                            	AUSTIN                	NV	  	 	05/26/2010	I	 
9U4 	DIXON                                             	DIXON                 	WY	  	 	07/28/2014	I	 
9U5 	HUDSON                                            	AUSTIN                	NV	  	 	11/20/2002	I	 
9U7 	CURRANT RANCH                                     	CURRANT               	NV	  	 	06/02/1989	A	 
9U8 	CURRIE                                            	CURRIE                	NV	  	 	10/24/2002	I	 
9V0 	NEWELL                                            	NEWELL                	SD	  	 	10/24/2002	I	 
9V1 	SPRINGVIEW MUNI                                   	SPRINGVIEW            	NE	  	 	06/05/2008	I	 
9V2 	TRENTON MUNI                                      	TRENTON               	NE	  	 	06/02/1989	A	 
9V3 	HARRISON SKYRANCH                                 	HARRISON              	NE	  	 	05/26/2010	I	 
9V4 	COLE MEMORIAL                                     	MERRIMAN              	NE	  	 	10/24/2002	I	 
9V5 	MODISETT                                          	RUSHVILLE             	NE	  	 	06/02/1989	A	 
9V6 	MARTIN MUNI                                       	MARTIN                	SD	  	 	06/02/1989	A	 
9V7 	EADS MUNI                                         	EADS                  	CO	  	 	06/02/1989	A	 
9V8 	SWEDISH MEDICAL CENTER                            	ENGLEWOOD             	CO	  	 	11/06/2002	I	 
9V9 	CHAMBERLAIN MUNI                                  	CHAMBERLAIN           	SD	  	 	06/02/1989	A	 
9VA0	BATH ALUM                                         	WARM SPRINGS          	VA	  	 	06/02/1989	A	 
9VA1	HOLLY POINT                                       	MATHEWS               	VA	  	 	06/02/1989	A	 
9VA2	INOVA ALEXANDRIA HOSPITAL                         	ALEXANDRIA            	VA	  	 	01/15/2009	A	 
9VA3	CRIPPEN CREEK FARM                                	PARKSLEY              	VA	  	 	11/15/1993	A	 
9VA4	FRANWOOD FARMS INC.                               	NEW MARKET            	VA	  	 	06/02/1989	A	 
9VA5	BLUEGRASS                                         	BLUEMONT              	VA	  	 	11/24/2004	A	 
9VA6	SAUNDERS FLD                                      	RICHMOND              	VA	  	 	07/28/2014	A	 
9VA7	FIRE STATION NO. 14                               	CHESTER               	VA	  	 	02/23/2012	I	 
9VA8	INNSBROOK PAVILION                                	RICHMOND              	VA	  	 	08/04/1992	A	 
9VA9	SOUTHAMPTON MEMORIAL HOSPITAL                     	FRANKLIN              	VA	  	 	06/02/1989	A	 
9VG 	CAMPBELL FIELD                                    	WEIRWOOD              	VA	  	 	08/06/2004	A	 
9VG9	JUCAPA FARMS                                      	WINCHESTER            	VA	  	 	10/31/2002	A	 
9W0 	WARRENTON AIR PARK                                	WARRENTON             	VA	  	 	10/31/2003	I	 
9W1 	UMPHLETT AIRSTRIP                                 	WHALEYVILLE           	VA	  	 	10/24/2002	I	 
9W2 	PAGE                                              	WALLA WALLA           	WA	  	 	08/28/2009	A	 
9W3 	SIMPSON                                           	PHILIPPI              	WV	  	 	06/02/1989	A	 
9W4 	RAINELLE                                          	RAINELLE              	WV	  	 	11/19/2012	I	 
9W6 	DORCHESTER GENERAL HOSPITAL                       	CAMBRIDGE             	MD	  	 	10/24/2002	I	 
9W7 	CURRITUCK COUNTY                                  	CURRITUCK             	NC	  	 	11/19/2012	I	 
9W8 	BAUBLITZ COMMERCIAL                               	BROGUE                	PA	  	 	06/02/1989	A	 
9W9 	CLIO CROP CARE                                    	CLIO                  	SC	  	 	06/02/1989	A	 
9WA0	BOEING PLANT 2                                    	SEATTLE               	WA	  	 	06/02/1989	A	 
9WA1	QUINCY VALLEY HOSPITAL EMS                        	QUINCY                	WA	  	 	07/24/2002	A	 
9WA2	ODESSA MEMORIAL HOSPITAL EMS                      	ODESSA                	WA	  	 	07/24/2002	A	 
9WA3	RIVER BEND                                        	RIVER BEND LODGE      	WA	  	 	07/01/1993	A	 
9WA4	PIPER CANYON                                      	GOLDENDALE            	WA	  	 	11/13/2002	A	 
9WA5	MID-VALLEY HOSPITAL EMS                           	OMAK                  	WA	  	 	07/24/2002	A	 
9WA6	PUGET SOUND PLAZA                                 	SEATTLE               	WA	  	 	01/31/1990	A	 
9WA7	ALBRITTON                                         	BUCKLEY               	WA	  	 	11/13/2002	A	 
9WA8	MASON GENERAL HOSPITAL                            	SHELTON               	WA	  	 	06/02/1989	A	 
9WA9	NAVAL SUBMARINE BASE BANGOR                       	SILVERDALE            	WA	  	 	06/02/1989	A	 
9WI0	ALL-STATE EQUIPMENT CO.                           	GREENFIELD            	WI	  	 	06/02/1989	A	 
9WI1	BLACK OTTER                                       	HORTONVILLE           	WI	  	 	06/02/1989	A	 
9WI2	FLYING DOLLAR RANCH                               	MARIBEL               	WI	  	 	06/02/1989	A	 
9WI3	BUCHHOLZ FARM                                     	MORRISON              	WI	  	 	06/02/1989	A	 
9WI4	FAKEN                                             	NEW BERLIN            	WI	  	 	08/31/1993	A	 
9WI5	TAMARACK                                          	PALMYRA               	WI	  	 	06/02/1989	A	 
9WI6	KITTY HAWK ESTATES                                	POLAR                 	WI	  	 	06/02/1989	A	 
9WI7	NEST OF EAGLES                                    	SPOONER               	WI	  	 	08/30/2007	I	 
9WI8	FLETCHER                                          	SPRING PRAIRIE        	WI	  	 	06/02/1989	A	 
9WI9	CARLSON                                           	SUPERIOR              	WI	  	 	06/02/1989	A	 
9WN1	COURTNEY PLUMMER                                  	WINNECONNE            	WI	  	 	07/24/2002	A	 
9WN2	VOYAGER VILLAGE AIRSTRIP                          	WEBSTER               	WI	  	 	07/24/2002	A	 
9WN3	OZAUKEE                                           	PORT WASHINGTON       	WI	  	 	01/11/2013	I	 
9WN4	RAG WING                                          	ANTIGO                	WI	  	 	07/24/2002	A	 
9WN5	LODI LAKELAND                                     	LODI                  	WI	  	 	07/24/2002	A	 
9WN6	MEDOS LAKE DELTON                                 	LAKE DELTON/WI DELLS  	WI	  	 	07/24/2002	A	 
9WN8	DARLINGTON AVIATION INC                           	DARLINGTON            	WI	  	 	06/08/2006	I	 
9WN9	COLOMA MUNI                                       	COLOMA                	WI	  	 	07/31/2013	I	 
9WS2	ANTIQUE AERODROME                                 	DE PERE               	WI	  	 	05/26/2010	A	 
9WY0	SHERIDAN MEMORIAL HOSPITAL                        	SHERIDAN              	WY	  	 	05/10/2007	A	 
9X0 	JFK MEDICAL CENTER INC                            	LAKE WORTH            	FL	  	 	10/24/2002	I	 
9X1 	NORTH HOUSTON                                     	HOUSTON               	TX	  	 	07/28/2014	A	 
9X2 	FLYING BARON ESTATES                              	LEESBURG              	FL	  	 	10/31/2003	I	 
9X4 	OAK HILL                                          	LOUGHMAN              	FL	  	 	10/24/2002	I	 
9X5 	LEE FARMS                                         	LOWELL                	FL	  	 	10/24/2002	I	 
9X6 	FLYING BONEFISH                                   	MARATHON              	FL	  	 	10/24/2002	I	 
9X7 	DUDA AIRSTRIP                                     	MARCO ISLAND          	FL	  	 	10/24/2002	I	 
9X8 	BAPTIST HOSPITAL                                  	MIAMI                 	FL	  	 	10/24/2002	I	 
9X9 	SACK-O-GRANDE ACROPORT                            	KATY                  	TX	  	 	10/31/2003	A	 
9XA4	LEGER                                             	VENUS                 	TX	  	 	04/26/2011	A	 
9XS0	DOBBS RANCH                                       	YOAKUM                	TX	  	 	06/02/1989	A	 
9XS1	THE LANDING                                       	HILL                  	TX	  	 	07/17/2002	A	 
9XS2	BEAVER CREEK                                      	SHERMAN               	TX	  	 	10/31/2002	A	 
9XS3	MACY RANCH                                        	POST                  	TX	  	 	07/28/2014	I	 
9XS4	MC KEON AVIATION                                  	DENISON               	TX	  	 	10/31/2002	A	 
9XS5	KITTEN FARM PRIVATE                               	SLATON                	TX	  	 	06/02/1989	A	 
9XS6	SUDAN                                             	SUDAN                 	TX	  	 	06/02/1989	A	 
9XS7	REEDER                                            	LONE OAK              	TX	  	 	08/04/2003	A	 
9XS8	GOODSON HONDA                                     	HOUSTON               	TX	  	 	08/04/2003	A	 
9XS9	RANCHO VERDE                                      	BRENHAM               	TX	  	 	07/07/2005	A	 
9Y0 	BOWSTRING                                         	BOWSTRING             	MN	  	 	07/02/2002	A	 
9Y1 	WEYDAHL FIELD                                     	KILLDEER              	ND	  	 	06/02/1989	A	 
9Y2 	EAST GULL LAKE                                    	EAST GULL LAKE        	MN	  	 	06/02/1989	A	 
9Y4 	ERSKINE MUNI                                      	ERSKINE               	MN	  	 	06/02/1989	A	 
9Y5 	SKY HARBOR                                        	EVELETH               	MN	  	 	06/02/1989	A	 
9Y6 	WALDREF                                           	FOREST LAKE           	MN	  	 	10/24/2002	I	 
9Y7 	BARRON MUNI                                       	BARRON                	WI	  	 	07/24/2002	A	 
9Y8 	BERGEMANN                                         	GARDEN CITY           	MN	  	 	10/24/2002	I	 
9Y9 	MILLE LACS LAKE                                   	GARRISON              	MN	  	 	10/24/2002	I	 
9Z0 	KLAWOCK                                           	KLAWOCK               	AK	  	 	01/08/2003	I	 
9Z1 	KLAWOCK                                           	KLAWOCK               	AK	  	 	10/24/2002	I	 
