AIRPORT_ID	AIRPORT_NAME	AIRPORT_CITY	AIRPORT_STATE	AIRPORT_COUNTRY	ICAO	LCHG_DATE	RECORD_STATUS	Record_End
00A 	TOTAL RF                                          	BENSALEM              	PA	  	 	07/10/2002	A	 
00AK	LOWELL FIELD                                      	ANCHOR POINT          	AK	  	 	08/03/2006	A	 
00AL	EPPS AIRPARK                                      	HARVEST               	AL	  	 	05/29/2002	A	 
00AR	NEWPORT HOSPITAL & CLINIC                         	NEWPORT               	AR	  	 	06/05/2008	I	 
00AZ	CORDES                                            	CORDES                	AZ	  	 	03/19/2013	I	 
00B 	BUCKEYE EXECUTIVE                                 	HEBRON                	OH	  	 	11/19/2012	I	 
00C 	ANIMAS AIR PARK                                   	DURANGO               	CO	  	 	06/04/2002	A	 
00CA	GOLDSTONE /GTS/                                   	BARSTOW               	CA	  	 	06/02/1989	A	 
00CL	NATOMAS FIELD                                     	SACRAMENTO            	CA	  	 	04/13/2006	I	 
00CO	CASS FIELD                                        	BRIGGSDALE            	CO	  	 	06/04/2002	A	 
00D 	ROGERSBURG                                        	LEWISTON              	ID	  	 	05/16/2005	I	 
00E 	LAVA HOT SPRINGS                                  	LAVA HOT SPRINGS      	ID	  	 	11/20/2008	I	 
00F 	BROADUS                                           	BROADUS               	MT	  	 	04/13/2006	A	 
00FA	GRASS PATCH                                       	BUSHNELL              	FL	  	 	06/04/2002	A	 
00FD	RINGHAVER                                         	RIVERVIEW             	FL	  	 	02/07/2014	I	 
00FL	RIVER OAK                                         	OKEECHOBEE            	FL	  	 	06/02/1989	A	 
00G 	TAYLOR-VAN GELDER                                 	HAMMONDSPORT          	NY	  	 	10/31/2003	I	 
00GA	LT WORLD                                          	LITHONIA              	GA	  	 	06/11/2002	A	 
00GE	CAFFREY                                           	HIRAM                 	GA	  	 	05/13/2003	A	 
00HI	KAUPULEHU                                         	KAILUA/KONA           	HI	  	 	06/11/2002	A	 
00I 	CHAPMAN MEMORIAL FIELD                            	CENTERBURG            	OH	  	 	10/02/2002	I	 
00ID	DELTA SHORES                                      	CLARK FORK            	ID	  	 	05/16/2005	A	 
00II	BAILEY GENERATION STATION                         	CHESTERTON            	IN	  	 	06/05/2008	I	 
00IL	HAMMER                                            	POLO                  	IL	  	 	06/11/2002	A	 
00IN	ST MARY MEDICAL CENTER                            	HOBART                	IN	  	 	06/11/2002	A	 
00IS	HAYENGA'S CANT FIND FARMS                         	KINGS                 	IL	  	 	06/02/1989	A	 
00J 	GEORGIA-PACIFIC                                   	CEDAR SPRINGS         	GA	  	 	10/02/2002	I	 
00K 	REDPATH RLA                                       	BALDWIN               	IL	  	 	10/02/2002	I	 
00KS	HAYDEN FARM                                       	GARDNER               	KS	  	 	06/02/1989	A	 
00KY	ROBBINS ROOST                                     	STANFORD              	KY	  	 	10/31/2003	A	 
00L 	LYALL-ROBERTS                                     	ESCONDIDO             	CA	  	 	10/02/2002	I	 
00LA	SHELL CHEMICAL EAST SITE                          	GONZALES              	LA	  	 	05/26/2010	A	 
00LL	AC & R COMPONENTS                                 	CHATHAM               	IL	  	 	06/11/2002	A	 
00LS	LEJEUNE                                           	ESTERWOOD             	LA	  	 	05/16/2005	A	 
00M 	THIGPEN FIELD                                     	BAY SPRINGS           	MS	  	 	06/02/1989	A	 
00MD	SLATER FLD                                        	FEDERALSBURG          	MD	  	 	07/02/2002	A	 
00MI	DOW CHEMICAL                                      	LUDINGTON             	MI	  	 	12/19/2013	I	 
00MN	BATTLE LAKE MUNI                                  	BATTLE LAKE           	MN	  	N	02/15/2001	A	 
00MO	COOPER FLYING SERVICE                             	ALBA                  	MO	  	 	07/02/2002	A	 
00MT	SANDS RANCH                                       	HAVRE                 	MT	  	 	05/02/2013	I	 
00N 	BUCKS                                             	BRIDGETON             	NJ	  	 	06/02/1989	A	 
00NC	NORTH RALEIGH                                     	LOUISBURG             	NC	  	 	11/21/1992	A	 
00NJ	COLGATE-PISCATAWAY                                	NEW BRUNSWICK         	NJ	  	 	06/02/1989	A	 
00NK	CLICHE COVE                                       	BEEKMANTOWN           	NY	  	 	05/26/2010	A	 
00NR	RODANTHE DARE COUNTY                              	RODANTHE              	NC	  	 	11/19/2012	A	 
00NY	WEISS AIRFIELD                                    	WEST BLOOMFIELD       	NY	  	 	07/09/2002	A	 
00OH	GOOD SAMARITAN MEDICAL CENTER                     	CINCINNATI            	OH	  	 	04/26/2011	A	 
00OI	MIAMI VALLEY HOSPITAL                             	DAYTON                	OH	  	 	06/02/1989	A	 
00OR	STEEL SYSTEMS                                     	SALEM                 	OR	  	 	06/02/1989	A	 
00PA	R J D                                             	COATESVILLE           	PA	  	 	07/10/2002	A	 
00PN	FERRELL FIELD                                     	MERCER                	PA	  	 	01/15/2009	A	 
00PS	THOMAS FIELD                                      	LOYSVILLE             	PA	  	 	04/26/2011	I	 
00Q 	THAYER AVIATION                                   	GRIMES                	CA	  	 	01/08/2003	I	 
00R 	LIVINGSTON MUNI                                   	LIVINGSTON            	TX	  	 	06/02/1989	A	 
00S 	MC KENZIE BRIDGE STATE                            	MC KENZIE BRIDGE      	OR	  	 	06/02/1989	A	 
00SC	FLYING O                                          	SUMTER                	SC	  	 	05/13/2003	A	 
00TA	SW REGION FAA                                     	FORT WORTH            	TX	  	 	08/01/1994	A	 
00TE	TCJC-NORTHEAST CAMPUS                             	FORT WORTH            	TX	  	 	07/17/2002	A	 
00TN	RAGSDALE ROAD                                     	MANCHESTER            	TN	  	 	07/17/2002	A	 
00TS	ALPINE RANGE                                      	EVERMAN               	TX	  	 	06/02/1989	A	 
00TX	SAN JACINTO METHODIST HOSPITAL                    	BAYTOWN               	TX	  	 	07/17/2002	A	 
00U 	DRY CREEK RANCH                                   	DRY CREEK             	NV	  	 	10/02/2002	I	 
00UT	CLEAR CREEK RANCH                                 	KANAB                 	UT	  	 	09/26/2008	I	 
00V 	MEADOW LAKE                                       	COLORADO SPRINGS      	CO	  	 	04/15/1992	A	 
00VA	VAUGHAN                                           	ALTON                 	VA	  	 	01/15/2009	A	 
00VI	GROUNDHOG MOUNTAIN                                	HILLSVILLE            	VA	  	 	10/31/2002	A	 
00W 	LOWER GRANITE STATE                               	COLFAX                	WA	  	 	07/24/2002	A	 
00WA	HOWELL                                            	LONGBRANCH            	WA	  	 	07/24/2002	A	 
00WI	NORTHERN LITE                                     	WAUPACA               	WI	  	 	07/24/2002	A	 
00WN	HAWKS RUN                                         	ASOTIN                	WA	  	 	11/27/2006	A	 
00WV	LAZY J. AERODROME                                 	BEVERLY               	WV	  	 	10/31/2002	A	 
00WY	EVANS                                             	LARAMIE               	WY	  	 	12/22/2003	I	 
00X 	DORAL RESORT & COUNTRY CLUB                       	MIAMI                 	FL	  	 	10/02/2002	I	 
00XA	WISKEY RANCH                                      	HEMPSTEAD             	TX	  	 	11/19/2012	A	 
00XS	L P ASKEW FARMS                                   	O'DONNELL             	TX	  	 	06/02/1989	A	 
00Y 	KAPAUN-WILSON FIELD                               	GRACEVILLE            	MN	  	 	06/02/1989	A	 
01A 	PURKEYPILE                                        	PURKEYPILE            	AK	  	 	07/01/1993	A	 
01AA	DONLIN CREEK                                      	CROOKED CREEK         	AK	  	 	11/19/2012	A	 
01AK	PROVIDENCE SEWARD MEDICAL CENTER                  	SEWARD                	AK	  	 	05/29/2002	A	 
01AL	WARE ISLAND                                       	CLANTON               	AL	  	 	05/29/2002	A	 
01AR	COMMUNITY HOSPITAL OF DE QUEEN                    	DE QUEEN              	AR	  	 	05/29/2002	A	 
01AZ	YAT                                               	CAMP VERDE            	AZ	  	 	05/29/2002	A	 
01B 	TIPPECANOE                                        	WARSAW                	IN	  	 	04/26/2011	A	 
01C 	GRANT                                             	GRANT                 	MI	  	 	02/07/2014	I	 
01CA	LUGO SUBSTATION                                   	HESPERIA              	CA	  	 	06/02/1989	A	 
01CL	SWANSBORO COUNTRY                                 	PLACERVILLE           	CA	  	 	06/04/2002	A	 
01CN	LOS ANGELES COUNTY SHERIFF'S DEPARTMENT           	LOS ANGELES           	CA	  	 	12/11/2002	A	 
01CO	ST VINCENT GENERAL HOSPITAL                       	LEADVILLE             	CO	  	 	06/02/1989	A	 
01CT	BERLIN FAIRGROUNDS                                	BERLIN                	CT	  	 	06/26/2006	A	 
01D 	LAKE WAWASEE                                      	SYRACUSE              	IN	  	 	04/26/2011	A	 
01E 	LAKE JAMES                                        	ANGOLA                	IN	  	 	04/26/2011	A	 
01F 	HAMILTON LAKE                                     	HAMILTON              	IN	  	 	04/26/2011	A	 
01FA	RYBOLT RANCH                                      	ORLANDO               	FL	  	 	06/04/2002	A	 
01FD	FLORIDA HOSPITAL-ALTAMONTE                        	ALTAMONTE SPRINGS     	FL	  	 	07/09/1991	A	 
01FL	CEDAR KNOLL FLYING RANCH                          	GENEVA                	FL	  	 	06/04/2002	A	 
01G 	PERRY-WARSAW                                      	PERRY                 	NY	  	 	06/02/1989	A	 
01GA	MEDICAL CENTER                                    	COLUMBUS              	GA	  	 	08/01/1994	A	 
01GE	THE FARM                                          	WRIGHTSVILLE          	GA	  	 	12/22/2005	A	 
01H 	LAKE MAXINKUCKEE                                  	CULVER                	IN	  	 	04/26/2011	A	 
01I 	AUGUST ACRES                                      	CENTER VILLAGE        	OH	  	 	08/08/2003	I	 
01IA	STENDER                                           	MAYSVILLE             	IA	  	 	06/11/2002	A	 
01ID	LAVA HOT SPRINGS                                  	LAVA HOT SPRINGS      	ID	  	 	10/25/2007	A	 
01II	MYERS FIELD                                       	LIZTON                	IN	  	 	08/28/2009	I	 
01IL	HOOPESTON COMMUNITY MEMORIAL HOSPITAL             	HOOPESTON             	IL	  	 	02/23/1990	A	 
01IN	COMMUNITY HOSPITAL                                	ANDERSON              	IN	  	 	06/11/2002	A	 
01IS	WILLIAM E. KOENIG                                 	DOW                   	IL	  	 	06/11/2002	A	 
01J 	HILLIARD AIRPARK                                  	HILLIARD              	FL	  	 	06/02/1989	A	 
01K 	CALDWELL MUNI                                     	CALDWELL              	KS	  	 	06/02/1989	A	 
01KS	FLYING N RANCH                                    	LOST SPRINGS          	KS	  	 	06/02/1989	A	 
01KY	LOURDES HOSPITAL                                  	PADUCAH               	KY	  	 	06/27/2002	A	 
01L 	BASS LAKE                                         	WINONA                	IN	  	 	04/26/2011	A	 
01LA	BARHAM                                            	OAK RIDGE             	LA	  	 	06/02/1989	A	 
01LL	SCHUMAIER RLA                                     	PINCKNEYVILLE         	IL	  	 	06/02/1989	A	 
01LS	COUNTRY BREEZE                                    	SLAUGHTER             	LA	  	 	11/13/2002	A	 
01M 	TISHOMINGO COUNTY                                 	BELMONT               	MS	  	N	09/08/1992	A	 
01MA	COMPAQ ANDOVER                                    	ANDOVER               	MA	  	 	06/26/2006	A	 
01MD	ANNAPOLIS                                         	ANNAPOLIS             	MD	  	 	10/31/2002	A	 
01ME	SAINT PETER'S                                     	PORTAGE LAKE          	ME	  	 	06/26/2006	A	 
01MI	FLOW THROUGH TERMINAL                             	FLINT                 	MI	  	 	06/02/1989	A	 
01MN	BARNES                                            	COOK                  	MN	  	 	06/02/1989	A	 
01MO	HIGHWAY PATROL TROOP C HEADQUARTERS               	TOWN AND COUNTRY      	MO	  	 	06/02/1989	A	 
01MT	CRYSTAL LAKES RESORT                              	FORTINE               	MT	  	 	07/02/2002	A	 
01N 	CRUMLING                                          	HELLAM                	PA	  	 	10/02/2002	I	 
01NC	TOPSAIL AIRPARK                                   	HOLLY RIDGE           	NC	  	 	11/21/1992	A	 
01ND	SHELTON AIRSTRIP                                  	COGSWELL              	ND	  	 	10/02/2002	I	 
01NE	DETOUR                                            	WELLFLEET             	NE	  	 	06/02/1989	A	 
01NH	MOORE AIRFIELD                                    	ENFIELD               	NH	  	 	06/26/2006	A	 
01NJ	ALBERT GUIDO MEMORIAL                             	NEWARK                	NJ	  	 	06/02/1989	A	 
01NK	GRANVILLE                                         	GRANVILLE             	NY	  	 	05/26/2010	A	 
01NM	CHAMPION RANCH                                    	ARTESIA               	NM	  	 	05/26/2010	A	 
01NR	MCGEE 01                                          	WILMINGTON            	NC	  	 	08/15/2011	A	 
01NV	LANTANA RANCH                                     	YERINGTON             	NV	  	 	07/09/2002	A	 
01NY	VASSAR HOSPITAL                                   	POUGHKEEPSIE          	NY	  	 	06/02/1989	A	 
01OH	ATRIUM MEDICAL CENTER                             	MIDDLETOWN            	OH	  	 	07/26/2010	A	 
01OI	GALION COMMUNITY HOSPITAL                         	GALION                	OH	  	 	08/31/1993	A	 
01OK	LAWRENCE                                          	EAKLY                 	OK	  	 	05/02/2013	I	 
01OR	RED & WHITE FLYING SERVICE                        	SILVER LAKE           	OR	  	 	05/26/2010	I	 
01PA	PINE                                              	MARS                  	PA	  	 	04/15/1992	A	 
01PN	BIERLY(PERSONAL USE)                              	BELLEFONTE            	PA	  	 	06/02/1989	A	 
01PS	NORT'S RESORT                                     	MESHOPPEN             	PA	  	 	07/10/2002	A	 
01Q 	IANNI STRIP                                       	HANFORD               	CA	  	 	10/02/2002	I	 
01SC	YORK                                              	YORK                  	SC	  	 	07/17/2002	A	 
01TA	THIRTY THIRTY  MATLOCK OFFICE CENTER              	ARLINGTON             	TX	  	 	11/13/2002	A	 
01TE	SMITH FIELD                                       	FORNEY                	TX	  	 	07/17/2002	A	 
01TN	COLONIAL AIR PARK                                 	COLLIERVILLE          	TN	  	 	07/17/2002	A	 
01TS	ST JOSEPH HOSPITAL                                	FORT WORTH            	TX	  	 	03/15/2007	I	 
01TX	MIMS FARM                                         	WAXAHACHIE            	TX	  	 	07/28/2014	I	 
01U 	DUCKWATER                                         	DUCKWATER             	NV	  	 	06/02/1989	A	 
01UT	LA SAL JUNCTION                                   	LA SAL                	UT	  	 	10/31/2002	A	 
01V 	AURORA AIRPARK                                    	AURORA                	CO	  	 	10/27/2005	I	 
01VA	PICKLES                                           	BERRYVILLE            	VA	  	 	06/05/2008	A	 
01W 	SAWYER                                            	NEW CHURCH            	VA	  	 	10/02/2002	I	 
01WA	WILLAPA HARBOR                                    	SOUTH BEND            	WA	  	 	06/02/1989	A	 
01WI	PREHN CRANBERRY COMPANY                           	TOMAH                 	WI	  	 	07/24/2002	A	 
01WN	WHIDBEY GENERAL HOSPITAL                          	COUPEVILLE            	WA	  	 	11/27/2006	A	 
01WT	ODYSSEY                                           	RENTON                	WA	  	 	05/26/2010	A	 
01WY	KEYHOLE                                           	MOORCROFT             	WY	  	 	10/31/2002	A	 
01X 	JACKSON MEMORIAL HOSPITAL                         	MIAMI                 	FL	  	 	10/02/2002	I	 
01XA	SETON MEDICAL CENTER HAYS                         	KYLE                  	TX	  	 	05/26/2010	A	 
01XS	MEADOWOOD RANCH                                   	ATHENS                	TX	  	 	01/31/1990	A	 
02A 	CHILTON COUNTY                                    	CLANTON               	AL	  	 	05/26/2010	A	 
02AA	H & H FIELD                                       	BIG LAKE              	AK	  	 	04/26/2011	A	 
02AK	RUSTIC WILDERNESS                                 	WILLOW                	AK	  	 	06/02/1989	A	 
02AL	BASS FIELD                                        	FOLEY                 	AL	  	 	05/29/2002	A	 
02AR	THREE RIVERS                                      	LITTLE ROCK           	AR	  	 	03/19/2013	I	 
02AZ	WINCHESTER FARM AIRSTRIP                          	WILLCOX               	AZ	  	 	02/23/2012	I	 
02B 	YALE MOTOR INN                                    	WALLINGFORD           	CT	  	 	11/17/2006	I	 
02C 	CAPITOL                                           	BROOKFIELD            	WI	  	 	06/02/1989	A	 
02CA	BETA PLATFORM ELLEN                               	HUNTINGTON BEACH      	CA	  	 	03/19/2013	A	 
02CD	SHANNON FIELD                                     	CLARKSDALE            	MS	  	 	11/27/2006	A	 
02CL	CONOVER AIR LODGE                                 	FRAZIER PARK          	CA	  	 	06/04/2002	A	 
02CO	MC CULLOUGH                                       	MONTE VISTA           	CO	  	 	06/02/1989	A	 
02CT	STRANGERS POINT                                   	ELLINGTON             	CT	  	 	06/26/2006	A	 
02D 	WINONA LAKE                                       	WINONA LAKE           	IN	  	 	04/26/2011	A	 
02E 	MESA LUTHERAN HOSPITAL                            	MESA                  	AZ	  	 	01/08/2003	I	 
02F 	SMITH FIELD                                       	FORNEY                	TX	  	 	12/22/2003	I	 
02FA	OSBORN AIRFIELD                                   	GROVELAND             	FL	  	 	01/20/2005	A	 
02FD	DOCTOR'S MEMORIAL HOSPITAL                        	BONIFAY               	FL	  	 	04/26/2011	I	 
02FL	CUCHENS                                           	DEFUNIAK SPRINGS      	FL	  	 	11/20/2008	A	 
02G 	COLUMBIANA COUNTY                                 	EAST LIVERPOOL        	OH	  	 	06/02/1989	A	 
02GA	DOUG BOLTON FIELD                                 	COMMERCE              	GA	  	 	06/02/1989	A	 
02GE	ETOWAH FIELDS                                     	EUHARLEE              	GA	  	 	09/30/2004	A	 
02H 	DAILY RLA                                         	SULLIVAN              	IL	  	 	10/02/2002	I	 
02HI	K3 HELIPAD                                        	PEARL HARBOR          	HI	  	 	01/23/2003	A	 
02IA	BOONE COUNTY HOSPITAL                             	BOONE                 	IA	  	 	06/11/2002	A	 
02ID	MORGAN RANCH                                      	CASCADE               	ID	  	 	10/31/2002	A	 
02II	KING                                              	WESTFIELD             	IN	  	 	11/15/1993	A	 
02IL	HAMMERSMITH                                       	ELBURN                	IL	  	 	11/06/2002	I	 
02IN	DIAMOND P. FIELD                                  	MUNCIE                	IN	  	 	06/11/2002	A	 
02IS	ADVOCATE CONDELL MEDICAL CENTER                   	LIBERTYVILLE          	IL	  	 	07/26/2010	A	 
02J 	CRISP COUNTY-CORDELE                              	CORDELE               	GA	  	 	06/02/1989	A	 
02K 	ARROWHEAD                                         	ST LOUIS              	MO	  	 	10/02/2002	I	 
02KS	JMJ LANDING                                       	ST MARYS              	KS	  	 	08/29/1991	A	 
02KY	BOONE NATIONAL GUARD                              	FRANKFORT             	KY	  	 	06/27/2002	A	 
02L 	FIVE POINTS RANCH                                 	FIVE POINTS           	CA	  	 	06/02/1989	A	 
02LA	LA STATE POLICE TROOP G                           	BOSSIER CITY          	LA	  	 	04/15/1992	A	 
02LL	OFFICIAL AIRLINE GUIDES                           	OAK BROOK             	IL	  	 	01/20/2005	I	 
02LS	WINDY HILL                                        	BROUSSARD             	LA	  	 	08/06/2004	A	 
02M 	WEST BOLIVAR FLYING SERVICE                       	BENOIT                	MS	  	 	10/02/2002	I	 
02MA	CUTTYHUNK                                         	GOSNOLD               	MA	  	 	06/26/2006	A	 
02MD	GARNER FIELD                                      	BRANDYWINE            	MD	  	 	05/02/2013	A	 
02ME	OLD ACTON AIRFIELD                                	ACTON                 	ME	  	 	06/26/2006	A	 
02MI	FAIRPLAINS AIRPARK                                	GREENVILLE            	MI	  	 	09/30/2004	A	 
02MN	GREENBUSH MUNI                                    	GREENBUSH             	MN	  	N	05/26/2010	I	 
02MO	TROY AIRPARK                                      	TROY                  	MO	  	 	07/01/1993	A	 
02MS	WATTS FIELD                                       	ROCHDALE              	MS	  	 	07/02/2002	A	 
02MT	BARRETT FIELD                                     	CASCADE               	MT	  	 	07/05/2007	I	 
02MU	TIMBER LINE AIRPARK                               	CASSVILLE             	MO	  	 	11/13/2002	A	 
02NC	RACE CITY                                         	LANDIS                	NC	  	 	05/10/2007	A	 
02ND	DRESDEN FIELD                                     	DRESDEN               	ND	  	 	03/31/2003	I	 
02NE	BENES SERVICE                                     	VALPARAISO            	NE	  	 	07/05/2007	I	 
02NH	IROQUOIS LANDING                                  	DUMMER                	NH	  	 	06/26/2006	A	 
02NJ	MERCK KENILWORTH CAMPUS                           	KENILWORTH            	NJ	  	 	01/11/2013	A	 
02NR	MCGEE 02                                          	GREENVILLE            	NC	  	 	08/15/2011	A	 
02NV	PAIUTE MEADOWS                                    	WINNEMUCCA            	NV	  	 	07/09/2002	A	 
02NY	HANSEN                                            	DURHAMVILLE           	NY	  	 	04/19/1990	A	 
02OH	ZIMMERMAN                                         	FREMONT               	OH	  	 	01/11/2013	I	 
02OI	MURTHA                                            	CONNEAUT              	OH	  	 	07/31/2013	I	 
02OK	CANON                                             	OKLAHOMA CITY         	OK	  	 	11/20/2008	I	 
02OR	ROWENA DELL                                       	THE DALLES            	OR	  	 	05/26/2010	I	 
02P 	STOTTLE MEMORIAL                                  	HONEY GROVE           	PA	  	 	12/22/2003	A	 
02PA	LAG III                                           	MONROEVILLE           	PA	  	 	09/28/2006	A	 
02PN	PECO BERWYN                                       	BERWYN                	PA	  	 	06/02/1989	A	 
02PR	CUYLERS                                           	VEGA BAJA             	PR	  	 	10/31/2002	A	 
02PS	HUGHES                                            	TIOGA                 	PA	  	 	05/26/2010	I	 
02Q 	ST ROSE HOSPITAL HELISTOP                         	HAYWARD               	CA	  	 	10/02/2002	I	 
02SC	HARPERS                                           	ESTILL                	SC	  	 	07/17/2002	A	 
02T 	WISE RIVER                                        	WISE RIVER            	MT	  	 	01/31/1990	A	 
02TA	MATAGORDA SHORE FACILITY                          	MATAGORDA             	TX	  	 	06/02/1989	A	 
02TE	BAYLOR MEDICAL CENTER                             	WAXAHACHIE            	TX	  	 	07/17/2002	A	 
02TN	ELLIS FIELD                                       	MURFREESBORO          	TN	  	 	07/17/2002	A	 
02TS	FWOMC                                             	FORT WORTH            	TX	  	 	02/14/2008	I	 
02TX	THE PALMS AT KITTY HAWK                           	NEW HOME              	TX	  	 	11/20/2008	A	 
02UT	LUCIN                                             	LUCIN                 	UT	  	 	10/31/2002	A	 
02V 	PINE VIEW                                         	ELIZABETH             	CO	  	 	10/27/2005	I	 
02VA	THE GREENHOUSE                                    	CULPEPER              	VA	  	 	06/02/1989	A	 
02VG	NORTHSTAR AVIATION                                	BRISTOL               	VA	  	 	01/15/2009	I	 
02W 	DECK AIRPARK                                      	APEX                  	NC	  	 	10/02/2002	I	 
02WA	CAWLEYS SOUTH PRAIRIE                             	SOUTH PRAIRIE         	WA	  	 	06/02/1989	A	 
02WI	BEER                                              	HUDSON                	WI	  	 	06/02/1989	A	 
02WN	FOWLER FLD                                        	TONASKET              	WA	  	 	11/27/2006	A	 
02X 	BISCAYNE                                          	MIAMI                 	FL	  	 	11/24/2004	I	 
02XS	SEIDEL RANCH                                      	ELROY                 	TX	  	 	06/02/1989	A	 
02Y 	GREENBUSH MUNI                                    	GREENBUSH             	MN	  	N	02/16/2001	I	 
03A 	SOUTHERN AERO SPORTS                              	CROSS ANCHOR          	SC	  	 	11/06/2002	I	 
03AK	JOE CLOUDS                                        	KENAI                 	AK	  	 	08/03/2006	A	 
03AL	JACKSON COUNTY HOSPITAL                           	SCOTTSBORO            	AL	  	 	08/06/2004	A	 
03AR	HSCMH                                             	MALVERN               	AR	  	 	05/29/2002	A	 
03AZ	THOMPSON INTL AVIATION                            	HEREFORD              	AZ	  	 	05/29/2002	A	 
03B 	MANSFIELD MUNI                                    	MANSFIELD             	MO	  	 	07/02/2002	A	 
03CA	GROSSMONT HOSPITAL                                	LA MESA               	CA	  	 	06/02/1989	A	 
03CL	MOSKOWITE                                         	NAPA                  	CA	  	 	09/03/2003	I	 
03CO	KUGEL-STRONG                                      	PLATTEVILLE           	CO	  	 	06/04/2002	A	 
03D 	MEMPHIS MEMORIAL                                  	MEMPHIS               	MO	  	 	07/02/2002	A	 
03FA	LAKE PERSIMMON AIRSTRIP                           	LAKE PLACID           	FL	  	 	06/04/2002	A	 
03FD	THARPE                                            	BONIFAY               	FL	  	 	07/09/1991	A	 
03FL	RANGER                                            	WEST PALM BEACH       	FL	  	 	06/02/1989	A	 
03G 	THERMAL-G                                         	ERIE                  	PA	  	 	08/22/2013	A	 
03GA	YOUNG'S                                           	SUMNER                	GA	  	 	11/27/2006	I	 
03I 	CLARKS DREAM STRIP                                	CIRCLEVILLE           	OH	  	 	06/02/1989	A	 
03IA	EAST FIELD                                        	MONTEZUMA             	IA	  	 	08/28/2009	I	 
03ID	FLYING Y RANCH                                    	COUNCIL               	ID	  	 	10/31/2002	A	 
03II	DAVIS FIELD                                       	MOUNT VERNON          	IN	  	 	06/02/1989	A	 
03IL	WIX                                               	MONEE                 	IL	  	 	04/19/1990	A	 
03IN	HEINZMAN                                          	ARCADIA               	IN	  	 	08/28/2009	I	 
03IS	ST ANTHONY'S HOSPITAL                             	ALTON                 	IL	  	 	06/11/2002	A	 
03J 	MILLS RANCH                                       	CHIEFLAND             	FL	  	 	10/02/2002	I	 
03K 	STATE FAIRGROUNDS                                 	SPRINGFIELD           	IL	  	 	10/02/2002	I	 
03KS	VALLEY GRAIN                                      	HIGHLAND              	KS	  	 	06/02/1989	A	 
03KY	FLYING H FARMS                                    	HENDERSON             	KY	  	 	06/27/2002	A	 
03LA	DAMIEN                                            	CARVILLE              	LA	  	 	04/19/1990	A	 
03LL	THORNTON                                          	TOLEDO                	IL	  	 	10/02/2002	I	 
03LS	FMC NR 1                                          	WINNSBORO             	LA	  	 	01/23/2003	A	 
03M 	LAKESIDE MARINA                                   	EAST WINTHROP         	ME	  	 	06/26/2006	A	 
03MA	HADLEY                                            	HADLEY                	MA	  	 	06/26/2006	A	 
03MD	UPPER CHESAPEAKE MEDICAL CENTER                   	BEL AIR               	MD	  	 	10/31/2002	A	 
03ME	MAPLE RIDGE                                       	HARRISON              	ME	  	 	06/26/2006	A	 
03MI	HAROLD MILLER                                     	BAY CITY              	MI	  	 	06/02/1989	A	 
03MN	NAUERTH LAND RANCH                                	LAKEFIELD             	MN	  	 	07/02/2002	A	 
03MO	CAHOOCHIE                                         	URBANA                	MO	  	 	06/02/1989	A	 
03MS	VICKSBURG MEDICAL CENTER                          	VICKSBURG             	MS	  	 	02/07/2014	I	 
03MT	CASCADE                                           	CASCADE               	MT	  	 	07/05/2007	I	 
03MU	MC DONNELL                                        	ARCHIE                	MO	  	 	11/13/2002	A	 
03N 	UTIRIK                                            	UTIRIK ISLAND         	  	RM	 	05/26/2010	I	 
03NC	PILOTS RIDGE                                      	CAROLINA BEACH        	NC	  	 	11/21/1992	A	 
03ND	OLAFSON BROTHERS                                  	EDINBURG              	ND	  	 	06/02/1989	A	 
03NE	HYDE RANCH                                        	COMSTOCK              	NE	  	 	05/02/2013	I	 
03NH	LORDEN                                            	MILFORD               	NH	  	 	06/26/2006	A	 
03NJ	ST. JOSEPH'S HOSPITAL                             	PATERSON              	NJ	  	 	02/23/2012	A	 
03NM	MINER'S COLFAX MEDICAL CENTER                     	RATON                 	NM	  	 	05/26/2010	A	 
03NV	LLAMA RANCH                                       	RUBY VALLEY           	NV	  	 	03/19/2003	A	 
03NY	TALMAGE FLD                                       	RIVERHEAD             	NY	  	 	06/02/1989	A	 
03OH	GIBBS FIELD                                       	FREMONT               	OH	  	 	06/02/1989	A	 
03OI	MARYMOUNT HOSPITAL                                	GARFIELD HEIGHTS      	OH	  	 	06/02/1989	A	 
03OK	SAHOMA LAKE                                       	SAPULPA               	OK	  	 	07/01/1993	A	 
03OR	POWWATKA RIDGE                                    	TROY                  	OR	  	 	06/02/1989	A	 
03PA	COLLEGEVILLE                                      	COLLEGEVILLE          	PA	  	 	04/15/1992	A	 
03PN	M.P. METALS                                       	BERWICK               	PA	  	 	05/07/2009	A	 
03PS	ZIGGY'S FIELD                                     	BELLEFONTE            	PA	  	 	07/10/2002	A	 
03Q 	BOTTIMORE RANCH                                   	HERALD                	CA	  	 	01/08/2003	I	 
03R 	ARANSAS PASS                                      	ARANSAS PASS          	TX	  	 	06/02/1989	A	 
03S 	SANDY RIVER                                       	SANDY                 	OR	  	 	06/02/1989	A	 
03SC	SEACOAST MEDICAL CENTER                           	LITTLE RIVER          	SC	  	 	07/17/2002	A	 
03T 	GAY HILL FARM                                     	GAY HILL              	TX	  	 	10/02/2002	I	 
03TA	MIDLAND MEMORIAL HOSPITAL                         	MIDLAND               	TX	  	 	03/19/2013	A	 
